"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"경상북도 영천시 화북면(4723034000)","2,180","2,180","50","86","110","78","158","390","583","393","282","48","2"
"경상북도 영천시 화남면(4723035000)","3,192","3,192","79","125","172","162","215","590","850","601","347","50","1"
"경상북도 영천시 자양면(4723036000)","1,204","1,204","15","32","76","43","58","252","324","214","166","24","0"
"경상북도 영천시 임고면(4723037000)","4,188","4,188","110","142","251","203","337","703","1,008","864","509","59","2"
"경상북도 영천시 고경면(4723038000)","5,625","5,625","245","215","686","415","502","840","1,183","922","555","60","2"
"경상북도 영천시 북안면(4723039000)","4,402","4,402","73","127","250","209","375","760","1,139","854","543","69","3"
"경상북도 영천시 대창면(4723040000)","3,078","3,078","82","80","202","196","252","537","856","515","315","42","1"
"경상북도 영천시 동부동(4723051000)","28,246","28,246","2,288","2,700","3,326","3,330","4,445","5,079","4,044","1,938","981","112","3"
"경상북도 영천시 중앙동(4723052000)","9,701","9,701","746","939","1,211","1,070","1,427","1,669","1,361","823","411","44","0"
"경상북도 영천시 서부동(4723053500)","4,646","4,646","147","253","464","351","503","862","965","693","363","44","1"
"경상북도 영천시 완산동(4723054000)","9,459","9,459","869","784","1,044","1,311","1,452","1,526","1,303","794","342","33","1"
"경상북도 영천시 남부동(4723055500)","4,107","4,107","233","198","348","414","473","784","795","511","306","45","0"
"경상북도 상주시 (4725000000)","95,701","95,701","4,902","7,349","7,700","7,058","10,960","16,213","19,112","12,390","8,607","1,374","36"
"경상북도 상주시 함창읍(4725025000)","6,388","6,388","258","522","356","424","666","1,026","1,379","945","707","99","6"
"경상북도 상주시 중동면(4725031000)","1,377","1,377","37","58","57","66","105","222","326","278","201","27","0"
"경상북도 상주시 사벌국면(4725032500)","3,814","3,814","102","170","185","202","315","600","901","661","577","98","3"
"경상북도 상주시 낙동면(4725033000)","2,975","2,975","76","145","168","115","218","479","689","547","454","80","4"
"경상북도 상주시 낙동면동부출장소(4725033500)","969","969","24","31","45","33","73","185","244","147","165","22","0"
"경상북도 상주시 청리면(4725034000)","2,576","2,576","72","97","133","131","187","418","646","453","377","60","2"
"경상북도 상주시 공성면(4725035000)","3,912","3,912","91","224","166","178","309","603","1,000","738","517","84","2"
"경상북도 상주시 외남면(4725036000)","1,630","1,630","50","65","70","77","129","274","388","295","239","43","0"
"경상북도 상주시 내서면(4725037000)","1,886","1,886","44","68","82","89","128","349","531","320","246","29","0"
"경상북도 상주시 모동면(4725038000)","2,545","2,545","90","150","131","131","238","486","672","383","232","29","3"
"경상북도 상주시 모서면(4725039000)","1,731","1,731","61","61","97","81","147","320","459","266","205","34","0"
"경상북도 상주시 모서면서부출장소(4725039500)","748","748","25","39","28","39","52","143","205","107","98","12","0"
"경상북도 상주시 화동면(4725040000)","1,947","1,947","49","106","95","89","156","374","486","329","216","47","0"
"경상북도 상주시 화서면(4725041000)","2,791","2,791","150","159","137","166","244","505","657","409","322","42","0"
"경상북도 상주시 화북면(4725042000)","1,211","1,211","25","62","61","66","108","250","287","184","140","27","1"
"경상북도 상주시 화북면서부출장소(4725042600)","316","316","3","9","12","7","23","64","102","48","42","6","0"
"경상북도 상주시 외서면(4725043000)","2,671","2,671","85","138","115","133","272","456","627","450","342","51","2"
"경상북도 상주시 은척면(4725044000)","1,142","1,142","21","45","40","33","76","160","318","242","172","33","2"
"경상북도 상주시 은척면북부출장소(4725044500)","372","372","5","18","11","9","24","65","80","66","82","12","0"
"경상북도 상주시 공검면(4725045000)","2,117","2,117","37","88","98","96","163","284","538","413","330","69","1"
"경상북도 상주시 이안면(4725046000)","1,986","1,986","54","82","86","65","174","289","445","402","325","62","2"
"경상북도 상주시 화남면(4725047000)","799","799","35","29","41","33","60","154","190","135","98","24","0"
"경상북도 상주시 남원동(4725052000)","11,829","11,829","802","1,275","1,240","1,158","1,696","1,999","1,942","1,116","524","76","1"
"경상북도 상주시 북문동(4725053000)","9,255","9,255","750","857","986","1,042","1,384","1,573","1,488","721","398","56","0"
"경상북도 상주시 계림동(4725054000)","8,500","8,500","638","877","789","892","1,227","1,454","1,277","766","504","73","3"
"경상북도 상주시 동문동(4725055000)","7,938","7,938","515","704","820","680","1,069","1,461","1,316","836","466","69","2"
"경상북도 상주시 동성동(4725056000)","3,523","3,523","154","305","296","241","458","614","667","485","260","42","1"
"경상북도 상주시 신흥동(4725057000)","8,753","8,753","649","965","1,355","782","1,259","1,406","1,252","648","368","68","1"
"경상북도 문경시 (4728000000)","71,159","71,159","3,835","5,463","6,133","5,434","8,575","11,824","14,048","9,168","5,781","858","40"
"경상북도 문경시 문경읍(4728025000)","5,809","5,809","206","355","352","346","606","985","1,342","941","579","85","12"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,107","1,107","30","60","64","48","91","230","277","169","122","16","0"
"경상북도 문경시 가은읍(4728025300)","3,216","3,216","108","145","176","153","250","509","767","560","467","78","3"
"경상북도 문경시 가은읍북부출장소(4728025400)","860","860","12","41","32","48","70","185","230","137","92","12","1"
"경상북도 문경시 영순면(4728031000)","2,475","2,475","53","290","141","81","179","332","594","387","353","65","0"
"경상북도 문경시 산양면(4728032000)","3,072","3,072","94","130","168","164","262","469","748","536","419","81","1"
"경상북도 문경시 호계면(4728033000)","2,412","2,412","42","138","348","102","168","377","551","361","285","40","0"
"경상북도 문경시 산북면(4728034000)","2,752","2,752","53","95","144","121","207","468","679","507","415","59","4"
"경상북도 문경시 동로면(4728035000)","1,986","1,986","82","81","91","91","178","347","544","314","224","34","0"
"경상북도 문경시 마성면(4728036000)","3,555","3,555","82","122","210","196","282","615","799","686","491","66","6"
"경상북도 문경시 농암면(4728037000)","2,617","2,617","71","86","118","126","172","494","680","460","336","70","4"
"경상북도 문경시 점촌1동(4728057000)","5,765","5,765","334","381","531","523","711","969","1,159","755","363","38","1"
"경상북도 문경시 점촌2동(4728058000)","7,086","7,086","416","580","599","623","871","1,105","1,431","954","452","53","2"
"경상북도 문경시 점촌3동(4728059000)","9,017","9,017","627","853","846","779","1,316","1,503","1,609","946","475","60","3"
"경상북도 문경시 점촌4동(4728060000)","3,138","3,138","112","151","211","235","318","519","697","516","341","37","1"
"경상북도 문경시 점촌5동(4728061000)","16,292","16,292","1,513","1,955","2,102","1,798","2,894","2,717","1,941","939","367","64","2"
"경상북도 경산시 (4729000000)","268,455","268,455","19,783","22,869","36,442","33,085","41,592","45,886","37,449","20,226","9,858","1,237","28"
"경상북도 경산시 하양읍(4729025000)","28,029","28,029","1,932","2,916","4,231","2,990","4,407","4,571","3,546","2,202","1,111","118","5"
"경상북도 경산시 진량읍(4729025300)","35,635","35,635","2,158","3,267","5,344","3,795","5,920","7,029","4,412","2,356","1,214","136","4"
"경상북도 경산시 압량읍(4729025600)","20,744","20,744","2,208","1,195","3,088","3,955","3,082","2,802","2,426","1,254","646","86","2"
"경상북도 경산시 와촌면(4729031000)","5,731","5,731","133","242","448","445","572","1,120","1,406","834","474","56","1"
"경상북도 경산시 자인면(4729033000)","5,452","5,452","128","242","418","391","564","980","1,359","838","469","60","3"
"경상북도 경산시 용성면(4729034000)","3,278","3,278","61","104","190","188","259","565","865","617","375","54","0"
"경상북도 경산시 남산면(4729035000)","3,709","3,709","114","156","247","211","367","667","912","589","381","64","1"
"경상북도 경산시 남천면(4729037000)","2,921","2,921","81","94","233","177","253","561","716","508","253","42","3"
"경상북도 경산시 중방동(4729051000)","9,638","9,638","487","565","1,482","1,132","1,211","1,837","1,749","803","334","38","0"
"경상북도 경산시 중앙동(4729052000)","6,338","6,338","183","364","929","675","746","1,215","1,181","662","349","33","1"
"경상북도 경산시 남부동(4729053000)","19,973","19,973","1,879","2,010","2,017","2,474","3,555","3,026","2,703","1,559","664","85","1"
"경상북도 경산시 서부1동(4729054100)","35,674","35,674","2,540","3,830","4,270","3,760","6,054","6,205","5,047","2,613","1,193","159","3"
"경상북도 경산시 서부2동(4729054200)","36,122","36,122","3,872","2,939","4,457","5,368","5,695","6,124","4,410","2,222","925","109","1"
"경상북도 경산시 북부동(4729055000)","16,314","16,314","965","758","3,810","2,797","2,169","2,466","1,929","947","413","60","0"
"경상북도 경산시 동부동(4729056000)","38,897","38,897","3,042","4,187","5,278","4,727","6,738","6,718","4,788","2,222","1,057","137","3"
"경상북도 군위군 (4772000000)","22,899","22,899","603","917","1,395","1,205","2,014","4,130","5,587","4,002","2,688","343","15"
"경상북도 군위군 군위읍(4772025000)","8,132","8,132","381","575","694","598","1,046","1,499","1,563","1,042","650","78","6"
"경상북도 군위군 소보면(4772031000)","2,243","2,243","31","41","88","101","130","425","572","451","354","47","3"
"경상북도 군위군 효령면(4772032000)","3,743","3,743","86","117","234","174","283","686","1,021","680","407","55","0"
"경상북도 군위군 부계면(4772033000)","2,006","2,006","34","43","118","86","127","380","554","363","263","38","0"
"경상북도 군위군 우보면(4772034000)","1,944","1,944","14","32","94","66","121","340","527","409","309","30","2"
"경상북도 군위군 의흥면(4772035000)","2,359","2,359","31","68","91","91","165","375","624","512","355","43","4"
"경상북도 군위군 산성면(4772036000)","1,174","1,174","15","23","36","45","64","189","324","258","196","24","0"
"경상북도 군위군 삼국유사면(4772038000)","1,298","1,298","11","18","40","44","78","236","402","287","154","28","0"
"경상북도 의성군 (4773000000)","50,665","50,665","1,805","2,174","2,858","2,966","4,456","8,227","12,160","8,845","6,300","853","21"
"경상북도 의성군 의성읍(4773025000)","12,984","12,984","746","997","1,050","1,073","1,709","2,099","2,551","1,700","934","124","1"
"경상북도 의성군 단촌면(4773031000)","1,925","1,925","28","56","79","79","143","301","563","348","295","32","1"
"경상북도 의성군 점곡면(4773032000)","1,614","1,614","39","32","67","71","94","246","441","327","257","40","0"
"경상북도 의성군 옥산면(4773033000)","1,744","1,744","27","52","77","60","116","331","503","338","213","26","1"
"경상북도 의성군 사곡면(4773034000)","1,551","1,551","20","36","55","41","103","269","428","306","248","45","0"
"경상북도 의성군 춘산면(4773035000)","1,452","1,452","41","48","47","69","67","239","453","272","187","28","1"
"경상북도 의성군 가음면(4773036000)","1,448","1,448","35","37","49","71","84","235","422","278","211","26","0"
"경상북도 의성군 금성면(4773037000)","4,193","4,193","121","136","204","216","340","619","1,068","840","553","91","5"
"경상북도 의성군 봉양면(4773038000)","3,858","3,858","150","117","243","251","332","662","958","642","426","74","3"
"경상북도 의성군 비안면(4773039000)","2,557","2,557","88","44","108","127","179","404","679","505","374","48","1"
"경상북도 의성군 구천면(4773040000)","1,752","1,752","43","43","68","93","105","286","465","337","279","33","0"
"경상북도 의성군 단밀면(4773041000)","1,712","1,712","33","56","85","89","118","282","399","335","287","27","1"
"경상북도 의성군 단북면(4773042000)","1,788","1,788","41","47","98","81","115","303","429","349","293","31","1"
"경상북도 의성군 안계면(4773043000)","4,556","4,556","229","248","359","329","483","750","870","727","491","70","0"
"경상북도 의성군 다인면(4773044000)","3,757","3,757","85","119","161","172","250","609","926","773","588","71","3"
"경상북도 의성군 신평면(4773045000)","826","826","19","13","20","26","43","151","192","183","157","22","0"
"경상북도 의성군 안평면(4773046000)","2,135","2,135","47","75","63","82","126","321","600","420","353","47","1"
