"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"강원도 춘천시 동면(4211031000)","19,649","19,649","2,029","2,467","1,932","2,298","3,577","3,042","2,647","978","562","113","4"
"강원도 춘천시 동산면(4211032000)","1,442","1,442","23","58","106","89","103","232","444","201","170","15","1"
"강원도 춘천시 신동면(4211033000)","2,578","2,578","99","135","230","195","243","487","645","287","218","39","0"
"강원도 춘천시 남면(4211034000)","1,076","1,076","19","28","50","52","84","191","305","193","128","25","1"
"강원도 춘천시 서면(4211035000)","3,773","3,773","98","175","232","225","333","655","1,010","562","400","79","4"
"강원도 춘천시 사북면(4211036000)","2,500","2,500","66","134","172","112","202","444","715","363","251","41","0"
"강원도 춘천시 북산면(4211038000)","959","959","13","18","33","37","56","193","305","188","103","13","0"
"강원도 춘천시 동내면(4211039000)","17,161","17,161","1,303","1,700","2,102","2,268","2,806","2,788","2,434","1,026","626","104","4"
"강원도 춘천시 남산면(4211040000)","3,424","3,424","71","151","219","237","340","650","930","480","292","50","4"
"강원도 춘천시 교동(4211052000)","3,549","3,549","98","163","901","412","372","487","527","357","207","23","2"
"강원도 춘천시 조운동(4211053000)","2,695","2,695","79","113","339","291","335","458","499","323","218","40","0"
"강원도 춘천시 약사명동(4211054500)","3,278","3,278","212","194","410","417","427","530","515","338","194","38","3"
"강원도 춘천시 근화동(4211057000)","8,540","8,540","890","636","1,007","1,428","1,133","1,193","1,114","650","425","61","3"
"강원도 춘천시 소양동(4211058000)","9,314","9,314","704","757","1,173","1,142","1,326","1,610","1,367","742","421","68","4"
"강원도 춘천시 후평1동(4211060000)","11,588","11,588","482","814","1,833","1,354","1,471","1,878","1,984","1,038","635","97","2"
"강원도 춘천시 후평2동(4211061000)","14,601","14,601","1,229","1,395","2,123","2,061","2,103","2,303","1,791","924","576","91","5"
"강원도 춘천시 후평3동(4211061100)","20,872","20,872","1,698","1,897","2,582","2,705","3,038","3,386","3,055","1,483","893","130","5"
"강원도 춘천시 효자1동(4211062000)","4,411","4,411","313","368","516","453","646","732","714","385","246","37","1"
"강원도 춘천시 효자2동(4211063000)","11,981","11,981","376","634","2,808","1,335","1,365","1,775","1,784","1,119","694","88","3"
"강원도 춘천시 효자3동(4211064000)","4,340","4,340","126","223","952","569","449","657","687","377","264","35","1"
"강원도 춘천시 석사동(4211065000)","34,625","34,625","2,281","4,176","5,034","3,590","5,623","6,192","4,274","2,061","1,227","161","6"
"강원도 춘천시 퇴계동(4211066000)","48,845","48,845","4,216","5,679","6,318","6,021","8,096","8,264","5,963","2,489","1,567","229","3"
"강원도 춘천시 강남동(4211067500)","22,437","22,437","1,912","1,869","2,795","3,262","3,355","3,696","3,276","1,441","694","128","9"
"강원도 춘천시 신사우동(4211070500)","22,935","22,935","2,214","2,245","2,837","3,069","3,520","3,493","3,011","1,521","883","140","2"
"강원도 원주시 (4213000000)","357,277","357,277","27,466","35,355","44,958","45,353","56,762","61,198","49,850","21,429","12,889","1,959","58"
"강원도 원주시 문막읍(4213025000)","17,859","17,859","1,065","1,563","2,019","1,791","2,847","3,381","2,804","1,423","840","121","5"
"강원도 원주시 소초면(4213031000)","8,449","8,449","322","496","929","679","889","1,661","1,953","848","566","105","1"
"강원도 원주시 호저면(4213032000)","3,641","3,641","98","118","306","224","326","673","980","460","401","54","1"
"강원도 원주시 지정면(4213033000)","29,011","29,011","4,792","2,612","2,693","6,890","5,151","3,185","2,392","774","441","78","3"
"강원도 원주시 부론면(4213035000)","2,234","2,234","38","83","133","87","151","338","690","386","283","44","1"
"강원도 원주시 귀래면(4213036000)","2,163","2,163","38","69","143","102","154","429","615","358","213","42","0"
"강원도 원주시 흥업면(4213037000)","9,228","9,228","457","672","1,449","897","1,207","1,635","1,693","668","491","57","2"
"강원도 원주시 판부면(4213038000)","7,361","7,361","394","633","1,002","861","1,135","1,436","1,114","444","291","49","2"
"강원도 원주시 신림면(4213039000)","3,583","3,583","59","106","178","189","265","730","1,071","558","374","50","3"
"강원도 원주시 중앙동(4213051500)","2,583","2,583","48","95","170","181","245","538","653","333","272","48","0"
"강원도 원주시 원인동(4213052000)","4,662","4,662","183","319","669","486","562","858","863","400","286","35","1"
"강원도 원주시 개운동(4213053000)","12,781","12,781","625","1,279","1,583","1,198","1,682","2,422","2,112","1,105","679","93","3"
"강원도 원주시 명륜1동(4213054100)","8,416","8,416","370","734","1,082","751","1,083","1,652","1,505","746","432","60","1"
"강원도 원주시 명륜2동(4213054200)","15,519","15,519","709","1,590","2,123","1,371","2,268","3,107","2,505","1,072","675","99","0"
"강원도 원주시 단구동(4213055000)","44,760","44,760","3,283","5,194","6,640","5,523","7,913","7,896","4,930","2,061","1,162","154","4"
"강원도 원주시 일산동(4213056000)","8,555","8,555","384","594","1,596","930","989","1,367","1,418","772","431","72","2"
"강원도 원주시 학성동(4213057500)","4,685","4,685","152","263","523","394","582","912","984","507","312","54","2"
"강원도 원주시 단계동(4213059000)","28,895","28,895","2,073","2,366","4,283","4,301","4,025","5,322","4,206","1,415","777","123","4"
"강원도 원주시 우산동(4213060000)","13,611","13,611","993","1,195","1,971","1,574","2,142","2,288","2,010","908","456","73","1"
"강원도 원주시 태장1동(4213061000)","10,109","10,109","734","1,095","1,062","1,028","1,705","1,766","1,508","754","409","45","3"
"강원도 원주시 태장2동(4213062000)","24,722","24,722","1,658","2,545","2,927","2,704","4,006","4,560","3,718","1,543","945","115","1"
"강원도 원주시 봉산동(4213063500)","7,996","7,996","255","636","864","644","968","1,525","1,627","822","557","94","4"
"강원도 원주시 행구동(4213065000)","7,808","7,808","486","869","921","742","1,185","1,484","1,255","487","321","52","6"
"강원도 원주시 무실동(4213066000)","33,865","33,865","3,075","4,441","4,344","4,473","6,405","5,403","3,669","1,315","618","119","3"
"강원도 원주시 반곡관설동(4213067500)","44,781","44,781","5,175","5,788","5,348","7,333","8,877","6,630","3,575","1,270","657","123","5"
"강원도 강릉시 (4215000000)","213,093","213,093","12,895","18,528","24,676","21,267","31,726","36,706","35,679","19,469","10,398","1,694","55"
"강원도 강릉시 주문진읍(4215025000)","16,629","16,629","653","953","1,431","1,226","2,018","3,011","3,634","2,283","1,214","200","6"
"강원도 강릉시 성산면(4215031000)","3,466","3,466","133","197","275","207","375","669","790","442","323","53","2"
"강원도 강릉시 왕산면(4215032000)","1,578","1,578","28","31","90","79","92","312","506","264","150","26","0"
"강원도 강릉시 구정면(4215033000)","4,208","4,208","211","272","337","326","488","708","981","495","304","82","4"
"강원도 강릉시 강동면(4215034000)","4,219","4,219","100","185","404","285","425","741","970","647","398","63","1"
"강원도 강릉시 옥계면(4215035000)","3,493","3,493","93","147","263","208","306","649","897","547","334","48","1"
"강원도 강릉시 사천면(4215036000)","4,647","4,647","183","239","420","386","575","851","1,084","538","307","61","3"
"강원도 강릉시 연곡면(4215037000)","6,341","6,341","313","441","482","532","913","1,063","1,389","756","392","57","3"
"강원도 강릉시 홍제동(4215051000)","15,160","15,160","1,266","1,475","1,723","1,945","2,558","2,492","2,005","1,067","531","93","5"
"강원도 강릉시 중앙동(4215052000)","4,790","4,790","153","283","529","410","601","761","1,000","629","344","79","1"
"강원도 강릉시 옥천동(4215054000)","3,392","3,392","88","153","329","267","395","607","713","548","264","26","2"
"강원도 강릉시 교1동(4215055000)","25,881","25,881","1,671","2,907","3,571","2,597","4,384","4,479","3,386","1,771","974","136","5"
"강원도 강릉시 교2동(4215056000)","7,737","7,737","337","604","920","762","1,004","1,398","1,460","790","397","63","2"
"강원도 강릉시 포남1동(4215057100)","10,422","10,422","416","735","1,264","885","1,398","1,977","2,041","1,126","512","65","3"
"강원도 강릉시 포남2동(4215057200)","12,840","12,840","526","1,119","1,620","1,244","1,788","2,383","2,405","1,117","539","97","2"
"강원도 강릉시 초당동(4215058000)","4,742","4,742","276","391","530","539","692","928","776","363","218","29","0"
"강원도 강릉시 송정동(4215059000)","10,113","10,113","886","995","1,159","1,277","1,644","1,674","1,466","633","314","63","2"
"강원도 강릉시 내곡동(4215060000)","16,438","16,438","1,348","1,508","2,372","2,033","2,676","2,554","2,254","1,069","533","87","4"
"강원도 강릉시 강남동(4215061500)","17,745","17,745","892","1,463","1,961","1,535","2,433","3,103","3,070","2,027","1,091","165","5"
"강원도 강릉시 성덕동(4215064500)","28,099","28,099","2,242","3,371","3,365","3,115","5,022","4,622","3,542","1,716","952","148","4"
"강원도 강릉시 경포동(4215066500)","11,153","11,153","1,080","1,059","1,631","1,409","1,939","1,724","1,310","641","307","53","0"
"강원도 동해시 (4217000000)","90,010","90,010","6,283","8,549","9,305","8,690","14,266","15,693","14,668","7,983","3,989","570","14"
"강원도 동해시 천곡동(4217051000)","30,535","30,535","2,587","3,189","3,441","3,441","5,086","5,121","4,703","1,972","855","140","0"
"강원도 동해시 송정동(4217052000)","3,753","3,753","128","206","502","266","475","648","750","447","283","46","2"
"강원도 동해시 북삼동(4217053000)","19,994","19,994","1,500","2,525","2,355","1,961","3,747","3,657","2,431","1,184","564","70","0"
"강원도 동해시 부곡동(4217054000)","4,970","4,970","164","335","431","324","642","898","1,112","711","309","42","2"
"강원도 동해시 동호동(4217055000)","5,141","5,141","295","430","460","423","724","927","942","638","281","19","2"
"강원도 동해시 발한동(4217057000)","3,365","3,365","91","159","244","188","402","563","792","585","296","44","1"
"강원도 동해시 묵호동(4217059000)","3,093","3,093","94","158","182","163","383","509","696","565","320","21","2"
"강원도 동해시 북평동(4217060000)","12,841","12,841","1,197","1,193","1,231","1,508","2,076","2,203","1,871","944","523","93","2"
"강원도 동해시 망상동(4217063000)","3,500","3,500","156","185","246","244","427","599","754","519","317","52","1"
"강원도 동해시 삼화동(4217065000)","2,818","2,818","71","169","213","172","304","568","617","418","241","43","2"
"강원도 태백시 (4219000000)","40,982","40,982","2,320","3,671","3,485","3,329","6,114","7,015","7,785","4,803","2,191","252","17"
"강원도 태백시 황지동(4219051500)","6,139","6,139","430","554","576","560","884","1,060","1,144","633","262","34","2"
"강원도 태백시 황연동(4219052500)","4,284","4,284","164","303","326","265","580","742","1,040","597","235","32","0"
"강원도 태백시 삼수동(4219053500)","5,748","5,748","338","499","390","462","866","917","1,071","789","370","45","1"
"강원도 태백시 상장동(4219054000)","13,140","13,140","1,025","1,549","1,370","1,306","2,511","2,187","1,784","962","395","48","3"
"강원도 태백시 문곡소도동(4219058500)","3,821","3,821","145","267","270","261","481","702","911","529","219","31","5"
"강원도 태백시 장성동(4219059500)","3,372","3,372","124","216","287","230","350","686","728","460","260","25","6"
"강원도 태백시 구문소동(4219060500)","2,502","2,502","57","204","133","133","256","389","616","461","234","19","0"
"강원도 태백시 철암동(4219061500)","1,976","1,976","37","79","133","112","186","332","491","372","216","18","0"
"강원도 속초시 (4221000000)","82,700","82,700","5,661","7,197","8,904","9,098","12,166","15,064","13,858","6,761","3,367","609","15"
"강원도 속초시 영랑동(4221051000)","4,432","4,432","172","227","392","399","484","880","1,054","523","263","36","2"
"강원도 속초시 동명동(4221052000)","3,624","3,624","227","265","296","327","485","693","694","416","188","33","0"
"강원도 속초시 금호동(4221054000)","5,994","5,994","210","423","578","463","714","1,148","1,298","697","379","83","1"
"강원도 속초시 교동(4221056000)","9,536","9,536","481","790","1,103","984","1,289","1,722","1,818","848","429","70","2"
"강원도 속초시 노학동(4221057000)","21,825","21,825","1,376","2,176","2,420","2,239","3,326","4,136","3,539","1,620","836","156","1"
"강원도 속초시 조양동(4221058000)","29,250","29,250","2,812","2,946","3,410","3,928","4,935","4,947","3,689","1,690","766","123","4"
"강원도 속초시 청호동(4221059000)","4,914","4,914","299","255","451","554","620","899","986","493","290","63","4"
"강원도 속초시 대포동(4221060000)","3,125","3,125","84","115","254","204","313","639","780","474","216","45","1"
"강원도 삼척시 (4223000000)","63,682","63,682","3,554","5,058","6,862","5,267","8,486","10,943","11,809","7,000","4,069","614","20"
"강원도 삼척시 도계읍(4223025000)","9,690","9,690","297","832","1,748","477","986","1,552","1,918","1,198","612","67","3"
"강원도 삼척시 원덕읍(4223025300)","3,232","3,232","78","129","229","190","348","614","747","498","341","51","7"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,695","1,695","42","63","122","82","179","334","392","291","164","26","0"
"강원도 삼척시 근덕면(4223031000)","5,073","5,073","103","182","313","270","458","950","1,272","802","606","112","5"
"강원도 삼척시 하장면(4223032000)","1,294","1,294","22","34","60","68","119","268","401","179","128","15","0"
"강원도 삼척시 노곡면(4223033000)","715","715","7","10","32","20","57","135","206","131","91","26","0"
"강원도 삼척시 미로면(4223034000)","1,811","1,811","33","63","77","76","182","330","475","310","229","36","0"
"강원도 삼척시 가곡면(4223035000)","671","671","9","23","28","16","67","122","187","126","80","13","0"
"강원도 삼척시 신기면(4223036000)","660","660","11","12","25","32","66","129","176","113","87","9","0"
"강원도 삼척시 남양동(4223051000)","7,494","7,494","247","480","695","564","915","1,367","1,639","1,023","496","66","2"
"강원도 삼척시 교동(4223053000)","14,410","14,410","1,587","1,687","1,810","1,900","2,508","2,290","1,547","687","334","59","1"
"강원도 삼척시 정라동(4223054000)","8,941","8,941","618","800","970","881","1,425","1,554","1,376","831","416","69","1"
"강원도 삼척시 성내동(4223057000)","7,996","7,996","500","743","753","691","1,176","1,298","1,473","811","485","65","1"
"강원도 홍천군 (4272000000)","68,482","68,482","3,574","4,981","6,512","5,756","7,978","12,178","15,050","7,132","4,628","660","33"
"강원도 홍천군 홍천읍(4272025000)","34,272","34,272","2,445","3,429","3,999","3,691","5,146","5,907","5,428","2,499","1,497","214","17"
"강원도 홍천군 화촌면(4272031000)","4,559","4,559","112","155","356","276","366","735","1,342","682","455","78","2"
"강원도 홍천군 두촌면(4272032000)","2,442","2,442","45","103","138","95","155","421","771","390","271","51","2"
"강원도 홍천군 내촌면(4272033000)","2,392","2,392","42","82","113","93","166","462","776","359","267","30","2"
"강원도 홍천군 서석면(4272034000)","3,730","3,730","126","179","274","193","291","747","1,060","478","335","44","3"
"강원도 홍천군 영귀미면(4272035200)","4,069","4,069","113","177","216","225","343","756","1,186","625","377","48","3"
"강원도 홍천군 남면(4272036000)","6,178","6,178","369","413","749","580","532","941","1,378","661","484","71","0"
"강원도 홍천군 서면(4272037000)","3,763","3,763","91","116","225","203","349","721","1,132","536","333","55","2"
"강원도 홍천군 북방면(4272038000)","3,931","3,931","119","188","263","233","363","782","1,065","511","368","38","1"
"강원도 홍천군 내면(4272039000)","3,146","3,146","112","139","179","167","267","706","912","391","241","31","1"
"강원도 횡성군 (4273000000)","46,583","46,583","2,106","3,517","3,633","3,269","4,921","8,521","11,145","5,453","3,449","543","26"
"강원도 횡성군 횡성읍(4273025000)","20,965","20,965","1,444","1,983","2,230","1,986","2,927","3,672","3,612","1,763","1,129","210","9"
"강원도 횡성군 우천면(4273031000)","4,471","4,471","127","195","346","232","391","853","1,230","641","395","60","1"
"강원도 횡성군 안흥면(4273032000)","3,172","3,172","67","583","128","116","178","544","852","413","248","40","3"
"강원도 횡성군 둔내면(4273033000)","5,847","5,847","239","383","346","395","573","1,160","1,540","701","451","52","7"
"강원도 횡성군 갑천면(4273034000)","2,421","2,421","32","73","131","92","166","462","778","387","261","38","1"
"강원도 횡성군 청일면(4273035000)","2,387","2,387","34","65","96","94","154","465","795","406","235","42","1"
"강원도 횡성군 공근면(4273036000)","3,469","3,469","67","107","181","157","254","670","1,078","520","369","66","0"
"강원도 횡성군 서원면(4273037000)","2,103","2,103","61","58","109","127","154","358","691","302","214","26","3"
"강원도 횡성군 강림면(4273038000)","1,748","1,748","35","70","66","70","124","337","569","320","147","9","1"
"강원도 영월군 (4275000000)","37,934","37,934","1,571","2,773","3,120","2,635","4,331","7,113","8,468","4,697","2,849","360","17"
"강원도 영월군 영월읍(4275025000)","20,821","20,821","1,219","2,052","2,216","1,844","2,883","3,756","3,524","2,029","1,145","149","4"
"강원도 영월군 상동읍(4275025300)","1,029","1,029","19","29","47","41","99","184","278","186","130","16","0"
"강원도 영월군 중동면(4275031000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원도 영월군 산솔면(4275031200)","1,415","1,415","26","50","64","49","101","326","388","238","157","16","0"
"강원도 영월군 김삿갓면(4275032500)","1,705","1,705","23","80","82","50","150","359","529","257","153","22","0"
"강원도 영월군 북면(4275033000)","2,084","2,084","33","83","118","97","175","424","573","339","213","23","6"
"강원도 영월군 남면(4275034000)","2,221","2,221","35","100","113","107","211","404","668","338","211","32","2"
"강원도 영월군 한반도면(4275035500)","1,213","1,213","39","44","96","68","109","254","328","164","104","7","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,658","1,658","45","54","101","113","148","282","438","272","177","27","1"
"강원도 영월군 주천면(4275036000)","3,739","3,739","87","200","199","175","292","733","1,081","523","400","45","4"
"강원도 영월군 무릉도원면(4275038000)","2,049","2,049","45","81","84","91","163","391","661","351","159","23","0"
"강원도 평창군 (4276000000)","41,023","41,023","1,735","2,739","3,244","2,829","5,060","7,804","9,456","4,901","2,859","378","18"
"강원도 평창군 평창읍(4276025000)","8,457","8,457","400","698","749","631","1,049","1,554","1,799","925","563","85","4"
"강원도 평창군 미탄면(4276031000)","1,654","1,654","31","68","106","63","162","354","458","250","134","27","1"
"강원도 평창군 방림면(4276032000)","856","856","19","35","47","38","66","159","253","140","88","10","1"
"강원도 평창군 방림면계촌출장소(4276032500)","1,676","1,676","53","67","81","83","145","335","520","245","122","24","1"
"강원도 평창군 대화면(4276033000)","5,173","5,173","202","309","372","294","599","966","1,271","656","444","58","2"
"강원도 평창군 봉평면(4276034000)","5,732","5,732","263","426","393","418","760","1,123","1,348","616","348","34","3"
"강원도 평창군 용평면(4276035000)","3,049","3,049","108","181","205","148","354","656","751","359","260","27","0"
"강원도 평창군 진부면(4276036000)","8,536","8,536","384","606","719","546","1,063","1,574","1,907","1,073","581","79","4"
"강원도 평창군 대관령면(4276038000)","5,890","5,890","275","349","572","608","862","1,083","1,149","637","319","34","2"
"강원도 정선군 (4277000000)","35,639","35,639","1,633","2,422","2,593","2,781","4,648","6,678","7,894","4,369","2,290","321","10"
"강원도 정선군 정선읍(4277025000)","10,441","10,441","605","968","946","872","1,564","1,868","1,875","1,077","558","104","4"
"강원도 정선군 고한읍(4277025300)","4,358","4,358","264","226","295","650","685","698","841","499","183","17","0"
"강원도 정선군 사북읍(4277025600)","4,687","4,687","276","365","387","400","745","886","960","474","180","13","1"
"강원도 정선군 신동읍(4277025900)","1,821","1,821","65","117","113","96","198","352","453","263","151","13","0"
"강원도 정선군 신동읍함백출장소(4277026000)","1,582","1,582","38","101","109","83","151","320","386","248","129","15","2"
"강원도 정선군 남면(4277032000)","3,179","3,179","123","184","189","237","427","615","831","362","188","22","1"
"강원도 정선군 북평면(4277034000)","2,493","2,493","83","159","165","139","269","487","570","350","228","42","1"
"강원도 정선군 임계면(4277035000)","3,452","3,452","88","141","169","155","281","712","947","543","367","49","0"
"강원도 정선군 화암면(4277036000)","1,640","1,640","46","81","102","60","150","376","453","229","124","19","0"
"강원도 정선군 여량면(4277037000)","1,986","1,986","45","80","118","89","178","364","578","324","182","27","1"
"강원도 철원군 (4278000000)","43,396","43,396","3,169","3,616","5,270","4,500","5,499","6,931","7,159","4,483","2,396","361","12"
"강원도 철원군 철원읍(4278025000)","5,257","5,257","409","458","593","584","631","858","816","575","294","39","0"
"강원도 철원군 김화읍(4278025300)","3,490","3,490","348","261","469","456","401","438","525","341","219","32","0"
"강원도 철원군 갈말읍(4278025600)","11,855","11,855","774","946","1,525","1,215","1,564","1,984","1,992","1,179","582","89","5"
"강원도 철원군 동송읍(4278025900)","14,978","14,978","1,093","1,409","1,643","1,456","1,997","2,468","2,477","1,508","799","125","3"
"강원도 철원군 서면(4278031000)","1,847","1,847","157","79","357","231","176","217","287","205","118","20","0"
"강원도 철원군 서면와수출장소(4278031500)","3,677","3,677","219","326","414","311","528","618","630","372","220","38","1"
"강원도 철원군 근남면(4278032000)","2,189","2,189","169","134","268","245","194","331","412","274","142","17","3"
"강원도 철원군 근북면(4278033000)","103","103","0","3","1","2","8","17","20","29","22","1","0"
"강원도 화천군 (4279000000)","24,242","24,242","1,723","1,712","3,587","2,766","2,611","3,768","4,131","2,218","1,486","229","11"
"강원도 화천군 화천읍(4279025000)","8,374","8,374","685","765","1,139","972","1,117","1,285","1,193","706","452","56","4"
"강원도 화천군 간동면(4279031000)","2,703","2,703","55","134","255","130","210","584","667","375","239","52","2"
"강원도 화천군 하남면(4279032000)","2,799","2,799","123","229","252","227","345","515","570","287","216","33","2"
"강원도 화천군 상서면(4279033000)","4,078","4,078","259","155","1,029","530","301","481","665","353","265","39","1"
"강원도 화천군 사내면(4279034000)","6,288","6,288","601","429","912","907","638","903","1,036","497","314","49","2"
"강원도 양구군 (4280000000)","21,875","21,875","1,665","1,987","2,870","2,496","2,437","3,419","3,642","1,959","1,211","180","9"
"강원도 양구군 양구읍(4280025000)","13,912","13,912","1,399","1,583","1,669","1,899","1,818","2,013","1,919","941","590","76","5"
"강원도 양구군 국토정중앙면(4280031500)","3,367","3,367","102","179","440","253","270","604","760","435","275","45","4"
"강원도 양구군 동면(4280032000)","2,047","2,047","97","88","395","170","142","340","379","262","144","30","0"
"강원도 양구군 방산면(4280033000)","1,282","1,282","41","58","262","91","79","197","288","144","105","17","0"
"강원도 양구군 해안면(4280034000)","1,267","1,267","26","79","104","83","128","265","296","177","97","12","0"
"강원도 인제군 (4281000000)","32,138","32,138","2,504","2,243","4,194","3,975","3,954","5,107","5,693","2,595","1,603","262","8"
"강원도 인제군 인제읍(4281025000)","10,290","10,290","1,011","886","1,250","1,430","1,469","1,556","1,518","701","399","68","2"
"강원도 인제군 인제읍귀둔출장소(4281025100)","522","522","16","31","27","31","53","127","121","75","37","4","0"
"강원도 인제군 남면(4281031000)","3,763","3,763","259","219","498","491","370","567","768","321","227","42","1"
"강원도 인제군 북면(4281032000)","8,043","8,043","535","588","1,011","816","1,020","1,434","1,484","653","435","64","3"
"강원도 인제군 기린면(4281033000)","4,936","4,936","377","305","534","630","606","788","976","410","261","49","0"
"강원도 인제군 서화면(4281034000)","2,574","2,574","191","126","547","381","236","317","406","219","133","18","0"
"강원도 인제군 상남면(4281035000)","2,010","2,010","115","88","327","196","200","318","420","216","111","17","2"
"강원도 고성군 (4282000000)","27,119","27,119","1,330","1,585","2,657","2,344","3,057","4,792","5,640","3,419","1,958","326","11"
"강원도 고성군 간성읍(4282025000)","7,008","7,008","574","538","893","819","852","1,121","1,102","645","397","65","2"
"강원도 고성군 거진읍(4282025300)","6,003","6,003","168","319","459","320","569","1,098","1,417","963","577","112","1"
"강원도 고성군 현내면(4282031000)","2,288","2,288","53","93","117","134","194","394","628","415","219","40","1"
"강원도 고성군 죽왕면(4282032000)","3,473","3,473","104","164","314","263","336","620","823","497","306","43","3"
"강원도 고성군 토성면(4282033000)","8,347","8,347","431","471","874","808","1,106","1,559","1,670","899","459","66","4"
"강원도 양양군 (4283000000)","27,977","27,977","1,272","1,780","2,350","2,261","3,441","4,964","5,944","3,629","1,988","335","13"
"강원도 양양군 양양읍(4283025000)","12,746","12,746","819","1,119","1,239","1,246","1,931","2,182","2,202","1,240","648","115","5"
"강원도 양양군 서면(4283031000)","2,793","2,793","53","153","201","153","280","515","676","469","254","39","0"
"강원도 양양군 손양면(4283032000)","2,291","2,291","59","90","185","156","215","428","522","365","237","32","2"
"강원도 양양군 현북면(4283033000)","2,597","2,597","71","90","165","184","246","449","686","426","240","38","2"
"강원도 양양군 현남면(4283034000)","2,975","2,975","87","114","147","207","305","484","750","507","315","56","3"
"강원도 양양군 강현면(4283035000)","4,575","4,575","183","214","413","315","464","906","1,108","622","294","55","1"
"충청북도  (4300000000)","1,597,019","1,597,019","117,375","146,547","194,924","190,993","236,989","270,634","240,966","119,947","68,819","9,532","293"
"충청북도 청주시 (4311000000)","849,024","849,024","71,372","84,813","119,241","118,102","135,727","137,986","105,408","47,881","24,886","3,501","107"
"충청북도 청주시 상당구 (4311100000)","194,013","194,013","15,971","19,684","24,557","23,471","30,457","33,458","26,318","12,410","6,681","975","31"
"충청북도 청주시 상당구 낭성면(4311131000)","2,223","2,223","51","50","154","125","162","431","634","327","247","39","3"
"충청북도 청주시 상당구 미원면(4311132000)","4,897","4,897","102","179","291","289","377","833","1,378","800","551","93","4"
"충청북도 청주시 상당구 가덕면(4311133000)","3,874","3,874","88","115","300","211","357","822","995","567","370","49","0"
"충청북도 청주시 상당구 남일면(4311134000)","6,828","6,828","384","441","695","675","783","1,301","1,390","618","470","67","4"
"충청북도 청주시 상당구 문의면(4311135000)","3,901","3,901","83","178","292","215","353","740","901","601","464","70","4"
"충청북도 청주시 상당구 중앙동(4311152500)","6,943","6,943","369","525","1,058","859","918","1,100","1,039","640","389","43","3"
"충청북도 청주시 상당구 성안동(4311154500)","6,864","6,864","238","364","973","696","794","1,161","1,329","782","452","75","0"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,630","8,630","386","645","1,001","760","1,157","1,570","1,558","983","491","76","3"
"충청북도 청주시 상당구 영운동(4311167000)","10,541","10,541","575","852","1,243","1,147","1,481","1,895","1,831","1,017","441","58","1"
"충청북도 청주시 상당구 금천동(4311168000)","31,083","31,083","2,520","3,736","4,080","3,410","5,418","5,258","3,818","1,894","841","107","1"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,417","13,417","1,461","1,968","1,483","1,514","2,501","2,154","1,351","642","301","40","2"
"충청북도 청주시 상당구 용암1동(4311172000)","54,889","54,889","5,381","6,329","7,544","7,601","9,430","9,339","5,977","2,124","997","164","3"
"충청북도 청주시 상당구 용암2동(4311173000)","39,923","39,923","4,333","4,302","5,443","5,969","6,726","6,854","4,117","1,415","667","94","3"
"충청북도 청주시 서원구 (4311200000)","192,748","192,748","12,799","19,430","28,122","22,217","29,669","33,725","26,952","12,542","6,389","881","22"
"충청북도 청주시 서원구 남이면(4311231000)","10,116","10,116","627","627","1,082","1,114","1,206","2,084","1,939","846","523","67","1"
"충청북도 청주시 서원구 현도면(4311232000)","3,262","3,262","74","114","182","203","314","565","807","535","392","73","3"
"충청북도 청주시 서원구 사직1동(4311251000)","6,758","6,758","269","431","810","655","877","1,339","1,289","671","365","51","1"
"충청북도 청주시 서원구 사직2동(4311252000)","13,817","13,817","1,307","1,378","1,549","1,791","2,052","2,201","2,106","885","473","73","2"
"충청북도 청주시 서원구 사창동(4311253000)","14,688","14,688","608","929","3,467","1,961","1,812","2,077","2,083","1,203","507","40","1"
"충청북도 청주시 서원구 모충동(4311254000)","14,679","14,679","627","978","2,359","1,598","1,857","2,568","2,695","1,289","622","85","1"
"충청북도 청주시 서원구 산남동(4311255000)","26,428","26,428","2,255","3,844","3,663","3,081","4,969","4,619","2,401","1,033","487","75","1"
"충청북도 청주시 서원구 분평동(4311256000)","30,300","30,300","2,342","3,926","4,394","3,280","5,378","5,593","3,105","1,384","793","104","1"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,282","13,282","488","903","1,971","1,327","1,660","2,389","2,475","1,329","669","68","3"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,963","15,963","887","1,371","1,961","1,732","2,080","3,124","2,773","1,283","642","108","2"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,455","43,455","3,315","4,929","6,684","5,475","7,464","7,166","5,279","2,084","916","137","6"
"충청북도 청주시 흥덕구 (4311300000)","267,725","267,725","23,523","26,342","40,679","41,467","43,166","43,031","30,049","12,458","6,129","859","22"
